RULETYPE,FROMFEATURECLASS,FROMASSETGROUP,FROMASSETTYPE,FROMTERMINAL,TOFEATURECLASS,TOASSETGROUP,TOASSETTYPE,TOTERMINAL,VIAFEATURECLASS,VIAASSETGROUP,VIAASSETTYPE,VIATERMINAL
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Alta presión de entrada,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Baja presión de salida,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Zona de presión,,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 2,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Baja presión de entrada,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Alta presión de salida,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 1,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 2,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Derivación,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Alta presión de entrada,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Baja presión de salida,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Zona de presión,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 2,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Baja presión de entrada,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Alta presión de salida,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 1,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 2,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Derivación,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Alta presión de entrada,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Baja presión de salida,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Zona de presión,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Toma,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Contador de servicio,Residencial,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 2,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Baja presión de entrada,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Alta presión de salida,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 1,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 2,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Derivación,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Alta presión de entrada,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Baja presión de salida,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Zona de presión,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Toma,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Contador de servicio,Residencial,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 2,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Baja presión de entrada,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Alta presión de salida,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 1,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 2,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Derivación,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Alta presión de entrada,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Baja presión de salida,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Zona de presión,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 2,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Baja presión de entrada,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Alta presión de salida,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 1,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 2,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Derivación,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Alta presión de entrada,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Baja presión de salida,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Zona de presión,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Toma,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Contador de servicio,Residencial,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 2,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tope de tubería,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tope de tubería,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tope de tubería,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tope de tubería,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tope de tubería,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tope de tubería,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tope de tubería,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tope de tubería,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tope de tubería,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tope de tubería,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tope de tubería,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Virtual,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Municipal dependencias,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,General,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Fuente,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Especial,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Servicio de aire y vacío,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Servicio de descarga,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Servicio de muestreo,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Servicio de boca de incendios,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Servicio comercial,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Residencial,,WaterLine,Acometida,Municipal Aguas-Alcantarillado,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapping Sleeve,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapping Sleeve,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapping Sleeve,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapping Sleeve,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapping Sleeve,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
